"Date","Adj Close","Close","High","Low","Open","Volume"
"2019-01-16 00:00:00+00:00",23.0699996948242,23.0699996948242,23.466667175293,22.8999996185303,22.9853324890137,70375500
"2019-01-17 00:00:00+00:00",23.1539993286133,23.1539993286133,23.4333324432373,22.9433326721191,23.0806674957275,55150500
"2019-01-18 00:00:00+00:00",20.1506671905518,20.1506671905518,21.808666229248,19.9820003509521,21.533332824707,362262000
"2019-01-22 00:00:00+00:00",19.92799949646,19.92799949646,20.533332824707,19.7000007629395,20.3213329315186,181000500
"2019-01-23 00:00:00+00:00",19.1726665496826,19.1726665496826,19.6333332061768,18.779333114624,19.5,187950000
"2019-01-24 00:00:00+00:00",19.4340000152588,19.4340000152588,19.5786666870117,18.6186676025391,18.8686676025391,120183000
"2019-01-25 00:00:00+00:00",19.8026676177979,19.8026676177979,19.9013328552246,19.3033332824707,19.6259994506836,108744000
"2019-01-28 00:00:00+00:00",19.7586669921875,19.7586669921875,19.8306674957275,19.1833324432373,19.5273323059082,96349500
"2019-01-29 00:00:00+00:00",19.8306674957275,19.8306674957275,19.9039993286133,19.453332901001,19.6846675872803,69325500
"2019-01-30 00:00:00+00:00",20.5846672058105,20.5846672058105,20.6000003814697,19.8993320465088,20.0300006866455,168754500
"2019-01-31 00:00:00+00:00",20.4680004119873,20.4680004119873,20.7706661224365,19.6000003814697,20.0666675567627,188538000
"2019-02-01 00:00:00+00:00",20.8139991760254,20.8139991760254,21.0733337402344,20.2333335876465,20.3613338470459,109251000
"2019-02-04 00:00:00+00:00",20.8593330383301,20.8593330383301,21.0200004577637,20.1253337860107,20.8653335571289,110281500
"2019-02-05 00:00:00+00:00",21.4233322143555,21.4233322143555,21.496000289917,20.8166675567627,20.8326663970947,101142000
"2019-02-06 00:00:00+00:00",21.1480007171631,21.1480007171631,21.6159992218018,21.041332244873,21.3059997558594,75577500
"2019-02-07 00:00:00+00:00",20.5006675720215,20.5006675720215,20.9799995422363,20.2000007629395,20.8866672515869,97809000
"2019-02-08 00:00:00+00:00",20.3866672515869,20.3866672515869,20.4966678619385,19.8999996185303,20.4553337097168,87663000
"2019-02-11 00:00:00+00:00",20.8560009002686,20.8560009002686,21.2399997711182,20.7000007629395,20.7733325958252,106945500
"2019-02-12 00:00:00+00:00",20.78733253479,20.78733253479,21.21266746521,20.6413326263428,21.079999923706,82764000
"2019-02-13 00:00:00+00:00",20.5446662902832,20.5446662902832,20.8500003814697,20.3713321685791,20.8233337402344,77124000
"2019-02-14 00:00:00+00:00",20.2513332366943,20.2513332366943,20.4513320922852,20.0666675567627,20.2253322601318,78012000
"2019-02-15 00:00:00+00:00",20.525333404541,20.525333404541,20.533332824707,20.2600002288818,20.2999992370605,58573500
"2019-02-19 00:00:00+00:00",20.3759994506836,20.3759994506836,20.7693328857422,20.364667892456,20.4373321533203,62526000
"2019-02-20 00:00:00+00:00",20.1706676483154,20.1706676483154,20.4200000762939,19.9333324432373,20.2940006256104,107131500
"2019-02-21 00:00:00+00:00",19.4153327941895,19.4153327941895,20.2159996032715,19.3666667938232,20.1206665039062,133638000
"2019-02-22 00:00:00+00:00",19.6473331451416,19.6473331451416,19.7666664123535,19.4733333587646,19.6326675415039,86109000
"2019-02-25 00:00:00+00:00",19.9179992675781,19.9179992675781,20.1933326721191,19.7999992370605,19.8606662750244,99397500
"2019-02-26 00:00:00+00:00",19.8573322296143,19.8573322296143,20.1340007781982,19.2513332366943,19.4813327789307,128737500
"2019-02-27 00:00:00+00:00",20.9826679229736,20.9826679229736,21.0866661071777,20.0366668701172,20.1186676025391,167758500
"2019-02-28 00:00:00+00:00",21.3253326416016,21.3253326416016,21.3333320617676,20.720666885376,21.2613334655762,157810500
"2019-03-01 00:00:00+00:00",19.6526660919189,19.6526660919189,20.4753322601318,19.4599990844727,20.46266746521,343671000
"2019-03-04 00:00:00+00:00",19.0240001678467,19.0240001678467,19.9333324432373,18.8519992828369,19.8746662139893,256452000
"2019-03-05 00:00:00+00:00",18.4360008239746,18.4360008239746,18.9333324432373,18.0066661834717,18.7999992370605,281470500
"2019-03-06 00:00:00+00:00",18.4160003662109,18.4160003662109,18.7673320770264,18.292667388916,18.431999206543,155032500
"2019-03-07 00:00:00+00:00",18.4393329620361,18.4393329620361,18.9799995422363,18.283332824707,18.5893325805664,141637500
"2019-03-08 00:00:00+00:00",18.9426670074463,18.9426670074463,19.0393333435059,18.3926677703857,18.4606666564941,132294000
"2019-03-11 00:00:00+00:00",19.3946666717529,19.3946666717529,19.4186668395996,18.7000007629395,18.9013328552246,110884500
"2019-03-12 00:00:00+00:00",18.8906669616699,18.8906669616699,19.2046661376953,18.7373332977295,19.0993328094482,112561500
"2019-03-13 00:00:00+00:00",19.2639999389648,19.2639999389648,19.4659996032715,18.8466663360596,18.9266662597656,102670500
"2019-03-14 00:00:00+00:00",19.3306674957275,19.3306674957275,19.6926670074463,19.2193336486816,19.4966678619385,106551000
"2019-03-15 00:00:00+00:00",18.3619995117188,18.3619995117188,18.9146671295166,18.2933330535889,18.9006671905518,221782500
"2019-03-18 00:00:00+00:00",17.9659996032715,17.9659996032715,18.5366668701172,17.8199996948242,18.3999996185303,154215000
"2019-03-19 00:00:00+00:00",17.8313331604004,17.8313331604004,18.2199993133545,17.5639991760254,17.8333320617676,177009000
"2019-03-20 00:00:00+00:00",18.2399997711182,18.2399997711182,18.3313331604004,17.7533321380615,17.9793338775635,103623000
"2019-03-21 00:00:00+00:00",18.2679996490479,18.2679996490479,18.4300003051758,17.8966674804688,18.1733322143555,89206500
"2019-03-22 00:00:00+00:00",17.6353321075439,17.6353321075439,18.1866664886475,17.6000003814697,18.1720008850098,131184000
"2019-03-25 00:00:00+00:00",17.3613338470459,17.3613338470459,17.5453338623047,16.9640007019043,17.3139991760254,153225000
"2019-03-26 00:00:00+00:00",17.8513336181641,17.8513336181641,18.0173320770264,17.6286678314209,17.6293334960938,110263500
"2019-03-27 00:00:00+00:00",18.32200050354,18.32200050354,18.3579998016357,17.8786678314209,17.9166679382324,131688000
"2019-03-28 00:00:00+00:00",18.5746669769287,18.5746669769287,18.6886672973633,18.3400001525879,18.4773330688477,101611500
"2019-03-29 00:00:00+00:00",18.6573333740234,18.6573333740234,18.6773338317871,18.2999992370605,18.579999923706,89869500
"2019-04-01 00:00:00+00:00",19.2786674499512,19.2786674499512,19.2800006866455,18.7520008087158,18.8413333892822,121656000
"2019-04-02 00:00:00+00:00",19.058666229248,19.058666229248,19.2959995269775,18.9253330230713,19.2199993133545,82183500
"2019-04-03 00:00:00+00:00",19.4540004730225,19.4540004730225,19.7446670532227,19.1446666717529,19.1546669006348,118791000
"2019-04-04 00:00:00+00:00",17.8519992828369,17.8519992828369,18.079999923706,17.3726673126221,17.4593334197998,355810500
"2019-04-05 00:00:00+00:00",18.3306674957275,18.3306674957275,18.4066677093506,17.7406673431396,17.9906673431396,195574500
"2019-04-08 00:00:00+00:00",18.2133331298828,18.2133331298828,18.7439994812012,18.029333114624,18.5126667022705,156156000
"2019-04-09 00:00:00+00:00",18.1539993286133,18.1539993286133,18.3333320617676,17.9740009307861,18.1100006103516,88560000
"2019-04-10 00:00:00+00:00",18.4039993286133,18.4039993286133,18.558666229248,18.1926670074463,18.449333190918,105919500
"2019-04-11 00:00:00+00:00",17.8946666717529,17.8946666717529,18.033332824707,17.7066669464111,17.8866672515869,147538500
"2019-04-12 00:00:00+00:00",17.8466663360596,17.8466663360596,18.1299991607666,17.788667678833,18.0146675109863,101190000
"2019-04-15 00:00:00+00:00",17.7586669921875,17.7586669921875,17.9253330230713,17.242000579834,17.9086666107178,150579000
"2019-04-16 00:00:00+00:00",18.2240009307861,18.2240009307861,18.3333320617676,17.6480007171631,17.716667175293,109093500
"2019-04-17 00:00:00+00:00",18.0820007324219,18.0820007324219,18.3193321228027,17.9026660919189,18.3166675567627,76897500
